"SITE_ID","SITE_NAME","MOVED_TO_SITE_ID","DATE","DEPTH","WATER","DENSITY","LATITUDE","LONGITUDE"
2002,"Dummy - Southern",NA,"2010-09-03",0,0,0,42.954546,-70.711541
2003,"Dummy - Northern",NA,"2010-09-03",20,6,0.3,47.679434,-68.834831
2004,"Dummy - Western",NA,"2010-09-03",14,4,0.29,44.552258,-71.168062
1157,"MILLINOCKET (GNP)",NA,"2010-13-03",7.5,2.2,0.29,45.641869,-68.713928
1181,"CRAWFORD POND (GNP)",NA,"2010-13-03",30.5,9.2,0.3,45.624547,-69.137902
1270,"MILLINOCKET LAKE (GNP)",NA,"2010-13-03",14,4.8,0.34,45.712209,-68.82373
1271,"HURD POND (GNP)",NA,"2010-13-03",14.8,4.8,0.32,45.793743,-69.003281
1273,"SOURDNAHUNK LAKE (GNP)",NA,"2010-13-03",30.2,7.5,0.25,46.031769,-69.08239
1275,"CAUCOMGOMOC LAKE (GNP)",NA,"2010-13-03",18.8,5.3,0.28,46.207042,-69.623543
1276,"RUSSELL POND/RUSSELL STREAM (GNP)",NA,"2010-13-03",30.3,8.8,0.29,46.086952,-69.818367
1277,"PENOBSCOT LAKE (GNP)",NA,"2010-13-03",28,6.8,0.24,45.917281,-70.224534
1278,"JONES POND (GNP)",NA,"2010-13-03",29.7,6.8,0.23,45.806939,-70.215539
1279,"LOBSTER LAKE (GNP)",NA,"2010-13-03",20,6,0.3,45.874017,-69.519814
1280,"RAGGED LAKE (GNP)",NA,"2010-13-03",21.2,6.2,0.29,45.844467,-69.3927
1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"2010-13-03",21.8,6.7,0.31,45.910439,-69.185211
1284,"UMBAZOOKSUS LAKE (GNP)",NA,"2010-13-03",18.7,6.2,0.33,46.16007,-69.375427
1383,"LONG POND (PENOBSCOT) (GNP)",NA,"2010-13-03",27.3,5.8,0.21,45.961238,-70.164872
1001,"ROCKWOOD (KWP)",NA,"2010-15-03",14,4.7,0.34,45.67801,-69.758911
1002,"THE FORKS",NA,"2010-15-03",10.6,3.7,0.35,45.343902,-69.94883
1006,"MILO",NA,"2010-15-03",8.95,2.95,0.33,45.2834,-69.015488
1013,"MOOSEHEAD (KWP)",NA,"2010-15-03",16.2,5.4,0.33,45.583831,-69.725289
1015,"MERCER",NA,"2010-15-03",0.3,0.1,0.33,44.682169,-69.898247
1022,"FORT KENT",NA,"2010-15-03",17,4.2,0.25,47.236798,-68.581322
1027,"ERROL/ERROL DAM (UWP)",NA,"2010-15-03",14,4.4,0.31,44.7868,-71.13144
1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"2010-15-03",15,3.9,0.26,44.945659,-70.997712
1030,"MIDDLE DAM (UWP)",NA,"2010-15-03",16,5,0.31,44.778711,-70.923104
1031,"UPPER DAM (UWP)",NA,"2010-15-03",12.8,3.9,0.3,44.883761,-70.862954
1047,"BRASSUA (KWP)",NA,"2010-15-03",16.5,5.4,0.33,45.656509,-69.8107
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2010-15-03",15,5.1,0.34,45.465157,-69.628472
1050,"PITTSFIELD (B)",NA,"2010-15-03",0.3,0.1,0.33,44.735629,-69.429337
1061,"GUERETTE",NA,"2010-15-03",19,5.3,0.28,47.083819,-68.231537
1090,"WINTERVILLE",NA,"2010-15-03",20,6.5,0.33,46.897453,-68.516449
1100,"EUSTIS (KWP)",NA,"2010-15-03",17.4,5.5,0.32,45.245909,-70.517101
1153,"SOLON (BINGHAM)",NA,"2010-15-03",0.3,0.1,0.33,44.979979,-69.864289
1165,"DEXTER",NA,"2010-15-03",7,2.6,0.37,45.043742,-69.316406
1195,"KINGSBURY",NA,"2010-15-03",16.55,5.6,0.34,45.170937,-69.588204
1224,"WEST SEBOEIS/LONG A (BH)",NA,"2010-15-03",14.4,5.45,0.38,45.516348,-68.921631
1246,"STRATTON (KWP)",NA,"2010-15-03",19.2,5.5,0.29,45.114421,-70.383164
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"2010-15-03",15.7,4.4,0.28,45.224398,-70.192124
1288,"CARRABASETT (KWP)",NA,"2010-15-03",17.7,5.3,0.3,45.127668,-70.169739
1289,"DALLAS (KWP)",NA,"2010-15-03",16.3,4.7,0.29,45.00287,-70.583672
1290,"CHAIN OF PONDS (KWP)",NA,"2010-15-03",17.8,5.7,0.32,45.312151,-70.620065
1292,"KOKADJO (KWP)",NA,"2010-15-03",22.6,7.2,0.32,45.654487,-69.464531
1356,"CLIFFORD LAKE (GP) (AVERAGE)",NA,"2010-15-03",0,0,0,45.068898,-67.683006
1373,"WEST GRAND LAKE (GP) (AVERAGE)",NA,"2010-15-03",0,0,0,45.285941,-67.902036
1374,"SPEDNIK (GP) (AVERAGE)",NA,"2010-15-03",0,0,0,45.57001,-67.43
1387,"EAST GRAND LAKE (GP) (AVERAGE)",NA,"2010-15-03",4.3,1.3,0.3,45.670006,-67.730003
1513,"GUILFORD A (ABBOT) (NWS)",NA,"2010-15-03",13.6,5.2,0.38,45.170845,-69.544167
1514,"GUILFORD B (KINGSBURY PLT) (NWS)",NA,"2010-15-03",12,4.3,0.36,45.167793,-69.595558
1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2010-15-03",8.5,2.4,0.28,46.875671,-68.001888
1544,"SQUA PAN (E)",NA,"2010-15-03",14.5,5.6,0.39,46.550016,-68.320257
1008,"AUGUSTA",NA,"2010-16-03",0,0,0,44.289992,-69.707787
1018,"AMHERST (BH)",NA,"2010-16-03",0,0,0,44.830908,-68.448707
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"2010-16-03",19.6,6.2,0.32,45.61838,-70.24965
1037,"PARLIN POND (KWP)",NA,"2010-16-03",34.2,10.6,0.31,45.484309,-70.0674
1038,"ALLAGASH",NA,"2010-16-03",23.7,6.2,0.26,47.07559,-69.070892
1045,"BETHEL",NA,"2010-16-03",8.9,2.7,0.3,44.414178,-70.837891
1046,"SOUTH PARIS",NA,"2010-16-03",0.3,0.1,0.33,44.263479,-70.514237
1051,"ROXBURY",NA,"2010-16-03",0.3,0.1,0.33,44.64361,-70.585824
1055,"ASHLAND AT PINKHAM MILL",NA,"2010-16-03",10.3,3.1,0.3,46.712761,-68.458412
1056,"CORNISH",NA,"2010-16-03",0,0,0,43.816677,-70.770592
1072,"BRIDGTON",NA,"2010-16-03",4.9,1.3,0.27,44.055011,-70.721314
1083,"SEBAGO",NA,"2010-16-03",0,0,0,43.760723,-70.517182
1093,"SEARSMONT",NA,"2010-16-03",0,0,0,44.403479,-69.227463
1099,"KENDUSKEAG",NA,"2010-16-03",0,0,0,44.89629,-68.884392
1110,"DYER BROOK",NA,"2010-16-03",14.5,4.4,0.3,46.050008,-68.225159
1117,"BEDDINGTON",NA,"2010-16-03",0.3,0.1,0.33,44.83952,-68.077163
1121,"WEST KENNEBUNK",NA,"2010-16-03",0,0,0,43.41683,-70.661217
1123,"BELGRADE",NA,"2010-16-03",0,0,0,44.521331,-69.882981
1132,"LINCOLN",NA,"2010-16-03",6.85,2.5,0.36,45.380429,-68.449478
1146,"BUCKSPORT",NA,"2010-16-03",0,0,0,44.5567,-68.797096
1152,"BARING",NA,"2010-16-03",6.2,1.8,0.29,45.109578,-67.328483
1169,"NEWRY (SCREW AUGER FALLS)",NA,"2010-16-03",14.5,4.35,0.3,44.570139,-70.906388
1170,"TOPSHAM",NA,"2010-16-03",0,0,0,44.002648,-69.947373
1183,"FALMOUTH",NA,"2010-16-03",0,0,0,43.73443,-70.25737
1184,"DENMARK",NA,"2010-16-03",0.3,0.1,0.33,43.962119,-70.798722
1187,"KINGFIELD",NA,"2010-16-03",10.2,3.7,0.36,44.958461,-70.119118
1192,"NEWFIELD",NA,"2010-16-03",0,0,0,43.63057,-70.898629
1205,"DIXMONT",NA,"2010-16-03",2.1,0.5,0.24,44.681508,-69.14679
1266,"SEVEN ISLANDS (CHARLIE POND)",NA,"2010-16-03",18.9,4.7,0.25,46.914431,-69.709534
1291,"SMILEY HILL (KWP)",NA,"2010-16-03",21.2,6.8,0.32,45.608148,-69.954163
1318,"JEFFERSON",NA,"2010-16-03",0,0,0,44.199061,-69.495743
1325,"SOUTH HOPE",NA,"2010-16-03",0,0,0,44.214058,-69.182549
1327,"WESLEY",NA,"2010-16-03",0.3,0.1,0.33,44.97594,-67.645408
1357,"SYSLADOBSIS (GP) (AVERAGE)",NA,"2010-16-03",0,0,0,45.212036,-67.969399
1382,"LONG POND (KENNEBEC) (KWP)",NA,"2010-16-03",18.5,6.2,0.34,45.620179,-70.112702
1384,"BARNARD PLT. (NWS)",NA,"2010-16-03",6.1,2.2,0.36,45.308199,-69.125267
1388,"GRAND FALLS (GP) (AVERAGE)",NA,"2010-16-03",3.1,1,0.32,45.270009,-67.480003
1444,"CHESUNCOOK VILLAGE (GNP)",NA,"2010-16-03",17,4.9,0.29,42.952513,-66.680008
1478,"HEMENWAY; NH",NA,"2010-16-03",4.25,1.4,0.33,43.896247,-71.310143
1479,"NORTH WOLFBORO; NH",NA,"2010-16-03",7.05,1.9,0.27,43.656559,-71.143014
1480,"SCRIBNER BROOK; NH",NA,"2010-16-03",2.7,0.8,0.3,43.607386,-71.037583
1481,"MERRYMEETING; NH",NA,"2010-16-03",0.3,0.1,0.33,43.476917,-71.181542
1482,"AYERS LAKE; NH",NA,"2010-16-03",0,0,0,43.265654,-71.0346
1483,"MENDUMS POND; NH",NA,"2010-16-03",0,0,0,43.163647,-71.056992
1490,"SACO (TANNERY SITE)",NA,"2010-16-03",0,0,0,43.533307,-70.484398
1494,"DURHAM (NWS)",NA,"2010-16-03",0,0,0,43.983343,-70.050003
1500,"MONTICELLO",NA,"2010-16-03",0.3,0.1,0.33,46.33001,-67.839996
1509,"GRAY (NWS)",NA,"2010-16-03",0,0,0,43.883339,-70.25
1510,"HOLLIS (NWS)",NA,"2010-16-03",0,0,0,43.650009,-70.669999
1516,"HARTFORD (NWS)",NA,"2010-16-03",4.5,1.8,0.4,44.374233,-70.317223
1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2010-16-03",22.3,6.76,0.3,46.170307,-69.208298
1527,"NORTH SEBAGO (NWS)",NA,"2010-16-03",0,0,0,43.87911,-70.632699
1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2010-16-03",10.8,2.6,0.24,46.808309,-68.495796
1546,"DIXFIELD (B)",NA,"2010-16-03",9.75,3.2,0.33,44.58063,-70.333968
1548,"ST. JUSTE (MFS)",NA,"2010-16-03",16.9,3.7,0.22,46.47412,-69.87642
1550,"KNOWLES CORNER (KNCM1) (NWS)",NA,"2010-16-03",19.5,6,0.31,46.206809,-68.314499
1557,"SOUTH LEBANON (B)",NA,"2010-16-03",0,0,0,43.286398,-70.89917
1558,"SOUTH BERWICK (B)",NA,"2010-16-03",0,0,0,43.19255,-70.748564
1559,"TOPSFIELD (B)",NA,"2010-16-03",5.4,1.6,0.3,45.435011,-67.721001
1561,"JACKMAN (B)",NA,"2010-16-03",18.2,6.1,0.34,45.612408,-70.234299
1562,"ST. ALBANS",NA,"2010-16-03",0.3,0.1,0.33,44.93511,-69.399597
1563,"MT. ABRAHM HIGH SCHOOL",NA,"2010-16-03",17.4,5.87,0.34,44.905407,-70.269402
1564,"FRYEBURG (B)",NA,"2010-16-03",0,0,0,44.008712,-70.955903
2001,"Dummy - Eastern",NA,"2010-16-03",0,0,0,44.825596,-66.805625
2002,"Dummy - Southern",NA,"2010-16-03",0,0,0,42.954546,-70.711541
2003,"Dummy - Northern",NA,"2010-16-03",20,5,0.25,47.679434,-68.834831
2004,"Dummy - Western",NA,"2010-16-03",12,3.5,0.29,44.552258,-71.168062
1206,"CLAYTON LAKE",NA,"2010-17-03",17.7,6.1,0.34,46.603629,-69.51931
1297,"MUSQUACOOK",NA,"2010-17-03",19.7,4.9,0.25,46.605428,-69.136872
1157,"MILLINOCKET (GNP)",NA,"2010-20-03",0,0,0,45.641869,-68.713928
1181,"CRAWFORD POND (GNP)",NA,"2010-20-03",26.7,7.8,0.29,45.624547,-69.137902
1270,"MILLINOCKET LAKE (GNP)",NA,"2010-20-03",0,0,0,45.712209,-68.82373
1271,"HURD POND (GNP)",NA,"2010-20-03",12.2,3.7,0.3,45.793743,-69.003281
1273,"SOURDNAHUNK LAKE (GNP)",NA,"2010-20-03",24.5,7.5,0.31,46.031769,-69.08239
1275,"CAUCOMGOMOC LAKE (GNP)",NA,"2010-20-03",13.8,3.5,0.25,46.207042,-69.623543
1276,"RUSSELL POND/RUSSELL STREAM (GNP)",NA,"2010-20-03",23.8,6.5,0.27,46.086952,-69.818367
1277,"PENOBSCOT LAKE (GNP)",NA,"2010-20-03",20.2,6.7,0.33,45.917281,-70.224534
1278,"JONES POND (GNP)",NA,"2010-20-03",22.8,6.8,0.3,45.806939,-70.215539
1279,"LOBSTER LAKE (GNP)",NA,"2010-20-03",15.7,5,0.32,45.874017,-69.519814
1280,"RAGGED LAKE (GNP)",NA,"2010-20-03",12.7,3.7,0.29,45.844467,-69.3927
1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"2010-20-03",16.7,5.3,0.32,45.910439,-69.185211
1284,"UMBAZOOKSUS LAKE (GNP)",NA,"2010-20-03",11.3,4,0.35,46.16007,-69.375427
1383,"LONG POND (PENOBSCOT) (GNP)",NA,"2010-20-03",21.3,5.8,0.27,45.961238,-70.164872
1513,"GUILFORD A (ABBOT) (NWS)",NA,"2010-21-03",11.2,3.32,0.3,45.170845,-69.544167
1514,"GUILFORD B (KINGSBURY PLT) (NWS)",NA,"2010-21-03",7.6,2.42,0.32,45.167793,-69.595558
1001,"ROCKWOOD (KWP)",NA,"2010-22-03",11.1,3.7,0.33,45.67801,-69.758911
1002,"THE FORKS",NA,"2010-22-03",5.65,2.1,0.37,45.343902,-69.94883
1006,"MILO",NA,"2010-22-03",0.3,0.1,0.33,45.2834,-69.015488
1013,"MOOSEHEAD (KWP)",NA,"2010-22-03",12.5,4.3,0.34,45.583831,-69.725289
1015,"MERCER",NA,"2010-22-03",0,0,0,44.682169,-69.898247
1022,"FORT KENT",NA,"2010-22-03",16.7,5.1,0.3,47.236798,-68.581322
1024,"NORTH ANSON",NA,"2010-22-03",0.3,0.1,0.33,44.87394,-69.948067
1030,"MIDDLE DAM (UWP)",NA,"2010-22-03",12,2.5,0.21,44.778711,-70.923104
1031,"UPPER DAM (UWP)",NA,"2010-22-03",0.3,0.1,0.33,44.883761,-70.862954
1047,"BRASSUA (KWP)",NA,"2010-22-03",11,3.6,0.33,45.656509,-69.8107
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2010-22-03",9.3,3.6,0.39,45.465157,-69.628472
1061,"GUERETTE",NA,"2010-22-03",15.9,4.7,0.3,47.083819,-68.231537
1090,"WINTERVILLE",NA,"2010-22-03",17.3,5.4,0.31,46.897453,-68.516449
1110,"DYER BROOK",NA,"2010-22-03",11.2,3.6,0.32,46.050008,-68.225159
1153,"SOLON (BINGHAM)",NA,"2010-22-03",0,0,0,44.979979,-69.864289
1165,"DEXTER",NA,"2010-22-03",0.3,0.1,0.33,45.043742,-69.316406
1187,"KINGFIELD",NA,"2010-22-03",0.3,0.1,0.33,44.958461,-70.119118
1195,"KINGSBURY",NA,"2010-22-03",11.15,3.45,0.31,45.170937,-69.588204
1224,"WEST SEBOEIS/LONG A (BH)",NA,"2010-22-03",8.55,2.95,0.34,45.516348,-68.921631
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"2010-22-03",9.8,2.7,0.28,45.224398,-70.192124
1288,"CARRABASETT (KWP)",NA,"2010-22-03",9.2,2.4,0.26,45.127668,-70.169739
1292,"KOKADJO (KWP)",NA,"2010-22-03",17.6,6.1,0.35,45.654487,-69.464531
1356,"CLIFFORD LAKE (GP) (AVERAGE)",NA,"2010-22-03",0,0,0,45.068898,-67.683006
1357,"SYSLADOBSIS (GP) (AVERAGE)",NA,"2010-22-03",0,0,0,45.212036,-67.969399
1373,"WEST GRAND LAKE (GP) (AVERAGE)",NA,"2010-22-03",0,0,0,45.285941,-67.902036
1374,"SPEDNIK (GP) (AVERAGE)",NA,"2010-22-03",0,0,0,45.57001,-67.43
1382,"LONG POND (KENNEBEC) (KWP)",NA,"2010-22-03",13.7,4.4,0.32,45.620179,-70.112702
1500,"MONTICELLO",NA,"2010-22-03",0.3,0.1,0.33,46.33001,-67.839996
1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2010-22-03",4.4,1.6,0.36,46.875671,-68.001888
1544,"SQUA PAN (E)",NA,"2010-22-03",13,4.7,0.36,46.550016,-68.320257
1550,"KNOWLES CORNER (KNCM1) (NWS)",NA,"2010-22-03",13.3,4.3,0.32,46.206809,-68.314499
1008,"AUGUSTA",NA,"2010-23-03",0,0,0,44.289992,-69.707787
1017,"MEDWAY (BH)",NA,"2010-23-03",0,0,0,45.609351,-68.545196
1018,"AMHERST (BH)",NA,"2010-23-03",0,0,0,44.830908,-68.448707
1038,"ALLAGASH",NA,"2010-23-03",21.6,5.9,0.27,47.07559,-69.070892
1045,"BETHEL",NA,"2010-23-03",0.3,0.1,0.33,44.414178,-70.837891
1046,"SOUTH PARIS",NA,"2010-23-03",0.3,0.1,0.33,44.263479,-70.514237
1051,"ROXBURY",NA,"2010-23-03",0,0,0,44.64361,-70.585824
1055,"ASHLAND AT PINKHAM MILL",NA,"2010-23-03",6.7,2.2,0.33,46.712761,-68.458412
1056,"CORNISH",NA,"2010-23-03",0,0,0,43.816677,-70.770592
1064,"MACHIAS LAKE",NA,"2010-23-03",13.3,4.25,0.32,46.681108,-68.750717
1072,"BRIDGTON",NA,"2010-23-03",0,0,0,44.055011,-70.721314
1083,"SEBAGO",NA,"2010-23-03",0,0,0,43.760723,-70.517182
1093,"SEARSMONT",NA,"2010-23-03",0,0,0,44.403479,-69.227463
1099,"KENDUSKEAG",NA,"2010-23-03",0,0,0,44.89629,-68.884392
1109,"ST. FRANCIS (N.B.)",NA,"2010-23-03",21.6,5.9,0.27,47.200011,-68.949997
1117,"BEDDINGTON",NA,"2010-23-03",0,0,0,44.83952,-68.077163
1121,"WEST KENNEBUNK",NA,"2010-23-03",0,0,0,43.41683,-70.661217
1123,"BELGRADE",NA,"2010-23-03",0,0,0,44.521331,-69.882981
1133,"WELD-PHILLIPS",NA,"2010-23-03",12.05,4.2,0.35,44.764319,-70.444001
1146,"BUCKSPORT",NA,"2010-23-03",0,0,0,44.5567,-68.797096
1152,"BARING",NA,"2010-23-03",0.15,0.05,0.33,45.109578,-67.328483
1169,"NEWRY (SCREW AUGER FALLS)",NA,"2010-23-03",10.7,3.65,0.34,44.570139,-70.906388
1170,"TOPSHAM",NA,"2010-23-03",0,0,0,44.002648,-69.947373
1183,"FALMOUTH",NA,"2010-23-03",0,0,0,43.73443,-70.25737
1184,"DENMARK",NA,"2010-23-03",0,0,0,43.962119,-70.798722
1192,"NEWFIELD",NA,"2010-23-03",0,0,0,43.63057,-70.898629
1205,"DIXMONT",NA,"2010-23-03",0,0,0,44.681508,-69.14679
1206,"CLAYTON LAKE",NA,"2010-23-03",16.5,2.5,0.15,46.603629,-69.51931
1266,"SEVEN ISLANDS (CHARLIE POND)",NA,"2010-23-03",13.8,3.2,0.23,46.914431,-69.709534
1297,"MUSQUACOOK",NA,"2010-23-03",16.2,3.05,0.19,46.605428,-69.136872
1318,"JEFFERSON",NA,"2010-23-03",0,0,0,44.199061,-69.495743
1325,"SOUTH HOPE",NA,"2010-23-03",0,0,0,44.214058,-69.182549
1327,"WESLEY",NA,"2010-23-03",0,0,0,44.97594,-67.645408
1490,"SACO (TANNERY SITE)",NA,"2010-23-03",0,0,0,43.533307,-70.484398
1494,"DURHAM (NWS)",NA,"2010-23-03",0,0,0,43.983343,-70.050003
1509,"GRAY (NWS)",NA,"2010-23-03",0,0,0,43.883339,-70.25
1510,"HOLLIS (NWS)",NA,"2010-23-03",0,0,0,43.650009,-70.669999
1521,"CHURCHILL DAM (NWS)",NA,"2010-23-03",21,5.9,0.28,46.492509,-69.2864
1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2010-23-03",19.2,6.05,0.32,46.170307,-69.208298
1527,"NORTH SEBAGO (NWS)",NA,"2010-23-03",0,0,0,43.87911,-70.632699
1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2010-23-03",7.1,2.3,0.32,46.808309,-68.495796
1546,"DIXFIELD (B)",NA,"2010-23-03",0.3,0.1,0.33,44.58063,-70.333968
1548,"ST. JUSTE (MFS)",NA,"2010-23-03",16.2,5,0.31,46.47412,-69.87642
1557,"SOUTH LEBANON (B)",NA,"2010-23-03",0,0,0,43.286398,-70.89917
1558,"SOUTH BERWICK (B)",NA,"2010-23-03",0,0,0,43.19255,-70.748564
1559,"TOPSFIELD (B)",NA,"2010-23-03",0,0,0,45.435011,-67.721001
1561,"JACKMAN (B)",NA,"2010-23-03",15.1,5.2,0.34,45.612408,-70.234299
1562,"ST. ALBANS",NA,"2010-23-03",0,0,0,44.93511,-69.399597
1563,"MT. ABRAHM HIGH SCHOOL",NA,"2010-23-03",6,2.1,0.35,44.905407,-70.269402
1564,"FRYEBURG (B)",NA,"2010-23-03",0,0,0,44.008712,-70.955903
1571,"CHESUNCOOK LAKE HOUSE (B)",NA,"2010-23-03",16,4,0.25,46.061158,-69.410714
2001,"Dummy - Eastern",NA,"2010-23-03",0.3,0.1,0.33,44.825596,-66.805625
2002,"Dummy - Southern",NA,"2010-23-03",0,0,0,42.954546,-70.711541
2003,"Dummy - Northern",NA,"2010-23-03",20,5,0.25,47.679434,-68.834831
2004,"Dummy - Western",NA,"2010-23-03",10,3,0.3,44.552258,-71.168062
1513,"GUILFORD A (ABBOT) (NWS)",NA,"2010-28-03",9.4,3,0.32,45.170845,-69.544167
1514,"GUILFORD B (KINGSBURY PLT) (NWS)",NA,"2010-28-03",8.4,2.7,0.32,45.167793,-69.595558
1001,"ROCKWOOD (KWP)",NA,"2010-29-03",12.1,4.5,0.37,45.67801,-69.758911
1002,"THE FORKS",NA,"2010-29-03",4.75,1.55,0.33,45.343902,-69.94883
1006,"MILO",NA,"2010-29-03",0.3,0.1,0.33,45.2834,-69.015488
1013,"MOOSEHEAD (KWP)",NA,"2010-29-03",12.2,4.1,0.34,45.583831,-69.725289
1015,"MERCER",NA,"2010-29-03",0,0,0,44.682169,-69.898247
1022,"FORT KENT",NA,"2010-29-03",19.5,5.6,0.29,47.236798,-68.581322
1024,"NORTH ANSON",NA,"2010-29-03",0,0,0,44.87394,-69.948067
1030,"MIDDLE DAM (UWP)",NA,"2010-29-03",12,3.5,0.29,44.778711,-70.923104
1047,"BRASSUA (KWP)",NA,"2010-29-03",14.1,5.1,0.36,45.656509,-69.8107
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2010-29-03",8.3,3.3,0.4,45.465157,-69.628472
1061,"GUERETTE",NA,"2010-29-03",20.5,5.8,0.28,47.083819,-68.231537
1090,"WINTERVILLE",NA,"2010-29-03",23.5,6,0.26,46.897453,-68.516449
1110,"DYER BROOK",NA,"2010-29-03",11.2,3.6,0.32,46.050008,-68.225159
1153,"SOLON (BINGHAM)",NA,"2010-29-03",0.3,0.1,0.33,44.979979,-69.864289
1165,"DEXTER",NA,"2010-29-03",0,0,0,45.043742,-69.316406
1195,"KINGSBURY",NA,"2010-29-03",7.5,2.6,0.35,45.170937,-69.588204
1224,"WEST SEBOEIS/LONG A (BH)",NA,"2010-29-03",3.05,1.15,0.38,45.516348,-68.921631
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"2010-29-03",9.5,3.4,0.36,45.224398,-70.192124
1288,"CARRABASETT (KWP)",NA,"2010-29-03",12,4.5,0.38,45.127668,-70.169739
1444,"CHESUNCOOK VILLAGE (GNP)",NA,"2010-29-03",15,8.6,0.57,42.952513,-66.680008
1500,"MONTICELLO",NA,"2010-29-03",0.3,0.1,0.33,46.33001,-67.839996
1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2010-29-03",0.3,0.1,0.33,46.875671,-68.001888
1544,"SQUA PAN (E)",NA,"2010-29-03",11.5,4.2,0.36,46.550016,-68.320257
1550,"KNOWLES CORNER (KNCM1) (NWS)",NA,"2010-29-03",16,6.2,0.39,46.206809,-68.314499
1008,"AUGUSTA",NA,"2010-30-03",0,0,0,44.289992,-69.707787
1017,"MEDWAY (BH)",NA,"2010-30-03",0,0,0,45.609351,-68.545196
1018,"AMHERST (BH)",NA,"2010-30-03",0,0,0,44.830908,-68.448707
1038,"ALLAGASH",NA,"2010-30-03",27.5,7,0.26,47.07559,-69.070892
1045,"BETHEL",NA,"2010-30-03",0.3,0.1,0.33,44.414178,-70.837891
1046,"SOUTH PARIS",NA,"2010-30-03",0,0,0,44.263479,-70.514237
1055,"ASHLAND AT PINKHAM MILL",NA,"2010-30-03",4.4,1.9,0.43,46.712761,-68.458412
1072,"BRIDGTON",NA,"2010-30-03",0,0,0,44.055011,-70.721314
1093,"SEARSMONT",NA,"2010-30-03",0,0,0,44.403479,-69.227463
1099,"KENDUSKEAG",NA,"2010-30-03",0,0,0,44.89629,-68.884392
1117,"BEDDINGTON",NA,"2010-30-03",0,0,0,44.83952,-68.077163
1121,"WEST KENNEBUNK",NA,"2010-30-03",0,0,0,43.41683,-70.661217
1123,"BELGRADE",NA,"2010-30-03",0,0,0,44.521331,-69.882981
1132,"LINCOLN",NA,"2010-30-03",0,0,0,45.380429,-68.449478
1133,"WELD-PHILLIPS",NA,"2010-30-03",11.4,4.1,0.36,44.764319,-70.444001
1146,"BUCKSPORT",NA,"2010-30-03",0,0,0,44.5567,-68.797096
1152,"BARING",NA,"2010-30-03",0,0,0,45.109578,-67.328483
1169,"NEWRY (SCREW AUGER FALLS)",NA,"2010-30-03",7.36,2.44,0.33,44.570139,-70.906388
1170,"TOPSHAM",NA,"2010-30-03",0,0,0,44.002648,-69.947373
1183,"FALMOUTH",NA,"2010-30-03",0,0,0,43.73443,-70.25737
1184,"DENMARK",NA,"2010-30-03",0,0,0,43.962119,-70.798722
1187,"KINGFIELD",NA,"2010-30-03",0.3,0.1,0.33,44.958461,-70.119118
1192,"NEWFIELD",NA,"2010-30-03",0,0,0,43.63057,-70.898629
1205,"DIXMONT",NA,"2010-30-03",0,0,0,44.681508,-69.14679
1206,"CLAYTON LAKE",NA,"2010-30-03",15.5,5.3,0.34,46.603629,-69.51931
1266,"SEVEN ISLANDS (CHARLIE POND)",NA,"2010-30-03",22.5,6.6,0.29,46.914431,-69.709534
1297,"MUSQUACOOK",NA,"2010-30-03",17.45,4.9,0.28,46.605428,-69.136872
1318,"JEFFERSON",NA,"2010-30-03",0,0,0,44.199061,-69.495743
1325,"SOUTH HOPE",NA,"2010-30-03",0,0,0,44.214058,-69.182549
1327,"WESLEY",NA,"2010-30-03",0,0,0,44.97594,-67.645408
1490,"SACO (TANNERY SITE)",NA,"2010-30-03",0,0,0,43.533307,-70.484398
1494,"DURHAM (NWS)",NA,"2010-30-03",0,0,0,43.983343,-70.050003
1509,"GRAY (NWS)",NA,"2010-30-03",0,0,0,43.883339,-70.25
1510,"HOLLIS (NWS)",NA,"2010-30-03",0,0,0,43.650009,-70.669999
1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2010-30-03",18.1,6.76,0.37,46.170307,-69.208298
1527,"NORTH SEBAGO (NWS)",NA,"2010-30-03",0,0,0,43.87911,-70.632699
1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2010-30-03",4.4,1.8,0.41,46.808309,-68.495796
1546,"DIXFIELD (B)",NA,"2010-30-03",0.3,0.1,0.33,44.58063,-70.333968
